cluster_code,role_name,technology_code,technology_name,support_count_in_cluster,esco_skill_hit_count,esco_occupation_hit,overlap_matched,external_agreement_score,status_flag
JC-582e3249fc914965,ai算法工程师(大模型) · T1,T3.02.03,仿生机器人,1,5,0,0,0.5,needs_human_review
JC-582e3249fc914965,ai算法工程师(大模型) · T1,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-bf70a82292906154,,T1.04.01,SLAM,1,6,0,0,0.5,needs_human_review
JC-bf70a82292906154,,T1.04.08,具身智能导航,1,6,0,0,0.5,needs_human_review
JC-bf70a82292906154,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-bf70a82292906154,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-bf70a82292906154,,T5.01.02,机器人操作系统,1,4,0,0,0.5,needs_human_review
JC-2280d6edcda2f4fc,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-2280d6edcda2f4fc,,T3.02.03,仿生机器人,1,5,0,0,0.5,needs_human_review
JC-2280d6edcda2f4fc,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-2280d6edcda2f4fc,,T6.01.01,多模态交互,1,3,0,0,0.5,needs_human_review
JC-140521b25e639114,,T2.01.03,视觉传感器,1,2,0,0,0.5,needs_human_review
JC-140521b25e639114,,T2.02.01,六维力传感器,1,4,0,0,0.5,needs_human_review
JC-140521b25e639114,,T3.01.01,双足人形机器人,1,5,0,0,0.5,needs_human_review
JC-140521b25e639114,,T3.01.05,人形机器人整机与商业化,1,5,0,0,0.5,needs_human_review
JC-140521b25e639114,,T3.03.01,协作机器人,1,6,0,0,0.5,needs_human_review
JC-140521b25e639114,,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-140521b25e639114,,T3.06.01,谐波减速器,1,2,0,0,0.5,needs_human_review
JC-140521b25e639114,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-b2e3c5c8de39182e,,T6.03.04,检测认证,1,0,0,0,0.5,needs_human_review
JC-18bc7f91fc2595d3,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-18bc7f91fc2595d3,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-18bc7f91fc2595d3,,T3.05.03,执行器,1,5,0,0,0.5,needs_human_review
JC-18bc7f91fc2595d3,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-18bc7f91fc2595d3,,T5.04.02,云边端协同,1,1,0,0,0.5,needs_human_review
JC-ba1a3c1ffcc93dd7,嵌入式应用开发工程师(ai视觉) · T3,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-ba1a3c1ffcc93dd7,嵌入式应用开发工程师(ai视觉) · T3,T7.01.09,智能装备,1,5,0,0,0.5,needs_human_review
JC-085166ddbca7be97,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-085166ddbca7be97,,T3.08.03,嵌入式计算,1,2,0,0,0.5,needs_human_review
JC-085166ddbca7be97,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-2ca73e0ae4ddde42,,T4.01.04,数据集,1,3,0,0,0.5,needs_human_review
JC-30e0377c91396ba6,gr高级经理 · T7,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-e7b0a516507dc616,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-e7b0a516507dc616,,T3.02.03,仿生机器人,1,5,0,0,0.5,needs_human_review
JC-e7b0a516507dc616,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-546571a6cae5fa5e,vla算法专家 · T1,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-546571a6cae5fa5e,vla算法专家 · T1,T1.05.05,机器人学习,1,3,0,0,0.5,needs_human_review
JC-546571a6cae5fa5e,vla算法专家 · T1,T1.06.02,3D视觉感知,1,7,0,0,0.5,needs_human_review
JC-546571a6cae5fa5e,vla算法专家 · T1,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-546571a6cae5fa5e,vla算法专家 · T1,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-546571a6cae5fa5e,vla算法专家 · T1,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-e3f177b63b621405,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-e3f177b63b621405,,T1.06.03,多模态感知融合,1,6,0,0,0.5,needs_human_review
JC-e3f177b63b621405,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-e3f177b63b621405,,T3.03.08,移动机器人(AMR/AGV),1,6,0,0,0.5,needs_human_review
JC-e3f177b63b621405,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-e3f177b63b621405,,T5.04.02,云边端协同,1,1,0,0,0.5,needs_human_review
JC-3ae07e7da0122714,,T2.02.07,机器视觉,1,4,0,0,0.5,needs_human_review
JC-3ae07e7da0122714,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-2ca73e0ae4ddde42,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-1065d4d89aaa48f3,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-1065d4d89aaa48f3,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-1065d4d89aaa48f3,,T1.06.03,多模态感知融合,1,6,0,0,0.5,needs_human_review
JC-1065d4d89aaa48f3,,T2.02.05,触觉传感器,1,4,0,0,0.5,needs_human_review
JC-1065d4d89aaa48f3,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-1065d4d89aaa48f3,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-c1d3c139666dd646,销售经理 · T3,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-97f6ce4c075e077f,,T2.01.03,视觉传感器,1,2,0,0,0.5,needs_human_review
JC-97f6ce4c075e077f,,T2.02.07,机器视觉,1,4,0,0,0.5,needs_human_review
JC-97f6ce4c075e077f,,T5.04.02,云边端协同,1,1,0,0,0.5,needs_human_review
JC-97f6ce4c075e077f,,T7.01.08,智能制造与工业自动化,1,6,0,0,0.5,needs_human_review
JC-97f6ce4c075e077f,,T7.01.09,智能装备,1,5,0,0,0.5,needs_human_review
JC-d056d1593f93900e,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-d056d1593f93900e,,T2.02.07,机器视觉,1,4,0,0,0.5,needs_human_review
JC-f92fdad3cd78cc8d,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-f92fdad3cd78cc8d,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-f92fdad3cd78cc8d,,T3.05.03,执行器,1,5,0,0,0.5,needs_human_review
JC-f92fdad3cd78cc8d,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-f92fdad3cd78cc8d,,T5.01.02,机器人操作系统,1,4,0,0,0.5,needs_human_review
JC-3ec2ad20e0c25c92,,T3.03.07,服务机器人,1,5,0,0,0.5,needs_human_review
JC-3ec2ad20e0c25c92,,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-3ec2ad20e0c25c92,,T7.01.09,智能装备,1,5,0,0,0.5,needs_human_review
JC-abdc915d3d6fc860,,T1.03.01,全身控制(WBC),1,5,0,0,0.5,needs_human_review
JC-abdc915d3d6fc860,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-abdc915d3d6fc860,,T1.04.06,路径规划与轨迹,1,3,0,0,0.5,needs_human_review
JC-abdc915d3d6fc860,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-abdc915d3d6fc860,,T3.04.02,灵巧手(多指),1,5,0,0,0.5,needs_human_review
JC-abdc915d3d6fc860,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-abdc915d3d6fc860,,T5.01.02,机器人操作系统,1,4,0,0,0.5,needs_human_review
JC-de790560ae679397,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-de790560ae679397,,T1.05.03,模仿学习,1,3,0,0,0.5,needs_human_review
JC-de790560ae679397,,T2.02.01,六维力传感器,1,4,0,0,0.5,needs_human_review
JC-de790560ae679397,,T2.02.09,力觉感知,1,2,0,0,0.5,needs_human_review
JC-de790560ae679397,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-de790560ae679397,,T3.05.02,关节驱动控制,1,6,0,0,0.5,needs_human_review
JC-de790560ae679397,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-b08cab5134fb6432,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-34bc211586b292e8,机械结构工程师 · T3,T6.03.04,检测认证,1,0,0,0,0.5,needs_human_review
JC-e72b297fdb7412a5,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-e72b297fdb7412a5,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-e72b297fdb7412a5,,T1.04.06,路径规划与轨迹,1,3,0,0,0.5,needs_human_review
JC-e72b297fdb7412a5,,T2.01.02,深度相机,1,2,0,0,0.5,needs_human_review
JC-e72b297fdb7412a5,,T3.03.08,移动机器人(AMR/AGV),1,6,0,0,0.5,needs_human_review
JC-e72b297fdb7412a5,,T4.01.01,遥操作数据采集,1,3,0,0,0.5,needs_human_review
JC-184341145f54e351,,T1.01.02,动作表示与分词,1,5,0,0,0.5,needs_human_review
JC-184341145f54e351,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-184341145f54e351,,T1.02.10,世界模型架构,1,3,0,0,0.5,needs_human_review
JC-184341145f54e351,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-184341145f54e351,,T1.05.03,模仿学习,1,3,0,0,0.5,needs_human_review
JC-184341145f54e351,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-85d08ee294b167ab,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-85d08ee294b167ab,,T1.02.10,世界模型架构,1,3,0,0,0.5,needs_human_review
JC-85d08ee294b167ab,,T1.04.06,路径规划与轨迹,1,3,0,0,0.5,needs_human_review
JC-85d08ee294b167ab,,T3.03.08,移动机器人(AMR/AGV),1,6,0,0,0.5,needs_human_review
JC-85d08ee294b167ab,,T7.02.02,智能仓储,1,6,0,0,0.5,needs_human_review
JC-883a704b1c10c40b,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-883a704b1c10c40b,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-883a704b1c10c40b,,T1.05.05,机器人学习,1,3,0,0,0.5,needs_human_review
JC-883a704b1c10c40b,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-523252d6cd65cf7d,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-523252d6cd65cf7d,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-96decf92096ce26b,高级项目经理 · T7,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-f04d1ce33a5b9736,具身智能算法工程师 · T1,T7.01.08,智能制造与工业自动化,1,6,0,0,0.5,needs_human_review
JC-e65415e4749b7922,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-e65415e4749b7922,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-e65415e4749b7922,,T1.05.03,模仿学习,1,3,0,0,0.5,needs_human_review
JC-e65415e4749b7922,,T1.07.01,具身推理与ECoT,1,5,0,0,0.5,needs_human_review
JC-e65415e4749b7922,,T4.01.01,遥操作数据采集,1,3,0,0,0.5,needs_human_review
JC-e65415e4749b7922,,T4.01.04,数据集,1,3,0,0,0.5,needs_human_review
JC-e65415e4749b7922,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-e65415e4749b7922,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-3c03803d7ea7b4df,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-3c03803d7ea7b4df,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-3c03803d7ea7b4df,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-3c03803d7ea7b4df,,T4.04.12,Sim-to-Real虚实迁移,1,5,0,0,0.5,needs_human_review
JC-3c03803d7ea7b4df,,T6.01.06,人机交互(通用),1,5,0,0,0.5,needs_human_review
JC-8bcf6587e16998ce,,T6.03.04,检测认证,1,0,0,0,0.5,needs_human_review
JC-9a42e48ca4372fef,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-9a42e48ca4372fef,,T1.05.03,模仿学习,1,3,0,0,0.5,needs_human_review
JC-9a42e48ca4372fef,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-9a42e48ca4372fef,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-34ce42a9b393a474,算子开发工程师 · T3,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-2c2cc6faeb53d8ec,渠道销售经理 · T7,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-2c2cc6faeb53d8ec,渠道销售经理 · T7,T1.08.01,群体智能与协同,1,4,0,0,0.5,needs_human_review
JC-2c2cc6faeb53d8ec,渠道销售经理 · T7,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-2c2cc6faeb53d8ec,渠道销售经理 · T7,T6.01.01,多模态交互,1,3,0,0,0.5,needs_human_review
JC-c1dc95babf93598b,,T1.04.01,SLAM,1,6,0,0,0.5,needs_human_review
JC-c1dc95babf93598b,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-c1dc95babf93598b,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-c1dc95babf93598b,,T3.03.08,移动机器人(AMR/AGV),1,6,0,0,0.5,needs_human_review
JC-c1dc95babf93598b,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-c1dc95babf93598b,,T5.01.02,机器人操作系统,1,4,0,0,0.5,needs_human_review
JC-2afa19f1a52c22de,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-4723fd40f2d19db4,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-4723fd40f2d19db4,,T6.01.06,人机交互(通用),1,5,0,0,0.5,needs_human_review
JC-2e8e7f6092a087d5,,T3.03.01,协作机器人,1,6,0,0,0.5,needs_human_review
JC-2e8e7f6092a087d5,,T3.03.08,移动机器人(AMR/AGV),1,6,0,0,0.5,needs_human_review
JC-2e8e7f6092a087d5,,T3.05.01,一体化关节模组,1,5,0,0,0.5,needs_human_review
JC-2e8e7f6092a087d5,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-2e8e7f6092a087d5,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-847d4a09ce28c57b,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-847d4a09ce28c57b,,T3.06.02,精密减速器,1,3,0,0,0.5,needs_human_review
JC-847d4a09ce28c57b,,T3.08.03,嵌入式计算,1,2,0,0,0.5,needs_human_review
JC-4720382e31c0e68b,,T3.05.01,一体化关节模组,1,5,0,0,0.5,needs_human_review
JC-4720382e31c0e68b,,T3.06.02,精密减速器,1,3,0,0,0.5,needs_human_review
JC-4720382e31c0e68b,,T3.06.04,精密传动,1,2,0,0,0.5,needs_human_review
JC-d4e5a51911254444,,T1.01.02,动作表示与分词,1,5,0,0,0.5,needs_human_review
JC-d4e5a51911254444,,T1.06.03,多模态感知融合,1,6,0,0,0.5,needs_human_review
JC-d4e5a51911254444,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-2ca73e0ae4ddde42,,T3.08.03,嵌入式计算,1,2,0,0,0.5,needs_human_review
JC-283243fa191559f5,,T2.01.02,深度相机,1,2,0,0,0.5,needs_human_review
JC-283243fa191559f5,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-283243fa191559f5,,T3.03.08,移动机器人(AMR/AGV),1,6,0,0,0.5,needs_human_review
JC-283243fa191559f5,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-283243fa191559f5,,T7.01.04,汽车制造,1,4,0,0,0.5,needs_human_review
JC-ce6b050c4b985444,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-ce6b050c4b985444,,T7.01.04,汽车制造,1,4,0,0,0.5,needs_human_review
JC-bb31ea7f2d47f64d,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-bb31ea7f2d47f64d,,T3.03.07,服务机器人,1,5,0,0,0.5,needs_human_review
JC-bb31ea7f2d47f64d,,T3.04.02,灵巧手(多指),1,5,0,0,0.5,needs_human_review
JC-bb31ea7f2d47f64d,,T7.01.08,智能制造与工业自动化,1,6,0,0,0.5,needs_human_review
JC-7a7aadc13d54940d,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-7a7aadc13d54940d,,T1.02.10,世界模型架构,1,3,0,0,0.5,needs_human_review
JC-7a7aadc13d54940d,,T4.01.02,数字训练场,1,2,0,0,0.5,needs_human_review
JC-7a7aadc13d54940d,,T4.04.12,Sim-to-Real虚实迁移,1,5,0,0,0.5,needs_human_review
JC-c2fc9225b55c2e5c,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-c2fc9225b55c2e5c,,T6.03.04,检测认证,1,0,0,0,0.5,needs_human_review
JC-f16328ee9ccc988b,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-f16328ee9ccc988b,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-f16328ee9ccc988b,,T1.04.01,SLAM,1,6,0,0,0.5,needs_human_review
JC-f16328ee9ccc988b,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-f6e9097ee9b55364,,T1.01.06,大模型部署与推理优化,1,5,0,0,0.5,needs_human_review
JC-f6e9097ee9b55364,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-f6e9097ee9b55364,,T7.07.02,陪伴机器人,1,1,0,0,0.5,needs_human_review
JC-4a31686bb41953fe,nvh专家 · T3,T3.03.07,服务机器人,1,5,0,0,0.5,needs_human_review
JC-903e7efdfaf71451,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-8ecb2df08f37ed87,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-8ecb2df08f37ed87,,T1.04.06,路径规划与轨迹,1,3,0,0,0.5,needs_human_review
JC-8ecb2df08f37ed87,,T1.06.03,多模态感知融合,1,6,0,0,0.5,needs_human_review
JC-8ecb2df08f37ed87,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-8ecb2df08f37ed87,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-c611c1db06d22870,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-c611c1db06d22870,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-c611c1db06d22870,,T5.01.02,机器人操作系统,1,4,0,0,0.5,needs_human_review
JC-c6b01afdce99add8,,T3.04.03,末端执行器,1,3,0,0,0.5,needs_human_review
JC-c6b01afdce99add8,,T4.01.05,数据采集设备与工具链,1,3,0,0,0.5,needs_human_review
JC-84c46669f229b231,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-84c46669f229b231,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-84c46669f229b231,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-f20e32ab9d21a3be,减速器 · T3,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-f5031f5ef61abf5a,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-f5031f5ef61abf5a,,T1.06.10,感知认知(通用),1,4,0,0,0.5,needs_human_review
JC-f5031f5ef61abf5a,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-f5031f5ef61abf5a,,T6.01.06,人机交互(通用),1,5,0,0,0.5,needs_human_review
JC-7fbf8af4ae5aa3a8,,T1.03.11,具身操作,1,5,0,0,0.5,needs_human_review
JC-7fbf8af4ae5aa3a8,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-7fbf8af4ae5aa3a8,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-7fbf8af4ae5aa3a8,,T3.03.07,服务机器人,1,5,0,0,0.5,needs_human_review
JC-7fbf8af4ae5aa3a8,,T3.03.08,移动机器人(AMR/AGV),1,6,0,0,0.5,needs_human_review
JC-7fbf8af4ae5aa3a8,,T4.01.04,数据集,1,3,0,0,0.5,needs_human_review
JC-7fbf8af4ae5aa3a8,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-7fbf8af4ae5aa3a8,,T6.01.06,人机交互(通用),1,5,0,0,0.5,needs_human_review
JC-7fbf8af4ae5aa3a8,,T7.01.09,智能装备,1,5,0,0,0.5,needs_human_review
JC-11673ab92b0b7d31,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-11673ab92b0b7d31,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-bb5da81f422f2e2f,,T1.03.01,全身控制(WBC),1,5,0,0,0.5,needs_human_review
JC-bb5da81f422f2e2f,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-bb5da81f422f2e2f,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-bb5da81f422f2e2f,,T4.04.04,系统辨识,1,5,0,0,0.5,needs_human_review
JC-bb5da81f422f2e2f,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-bb5da81f422f2e2f,,T7.08.01,无人机,1,6,0,0,0.5,needs_human_review
JC-a46d0a8c51fbd9c8,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-a46d0a8c51fbd9c8,,T2.01.02,深度相机,1,2,0,0,0.5,needs_human_review
JC-a46d0a8c51fbd9c8,,T2.02.05,触觉传感器,1,4,0,0,0.5,needs_human_review
JC-a46d0a8c51fbd9c8,,T3.01.05,人形机器人整机与商业化,1,5,0,0,0.5,needs_human_review
JC-a46d0a8c51fbd9c8,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-a46d0a8c51fbd9c8,,T3.05.01,一体化关节模组,1,5,0,0,0.5,needs_human_review
JC-a46d0a8c51fbd9c8,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-a46d0a8c51fbd9c8,,T3.08.04,算力硬件,1,2,0,0,0.5,needs_human_review
JC-29d65d6e088a9ab5,,T1.05.03,模仿学习,1,3,0,0,0.5,needs_human_review
JC-29d65d6e088a9ab5,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-29d65d6e088a9ab5,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-f04d1ce33a5b9736,具身智能算法工程师 · T1,T1.05.05,机器人学习,1,3,0,0,0.5,needs_human_review
JC-f04d1ce33a5b9736,具身智能算法工程师 · T1,T4.04.12,Sim-to-Real虚实迁移,1,5,0,0,0.5,needs_human_review
JC-39832359c61455b5,,T3.01.05,人形机器人整机与商业化,1,5,0,0,0.5,needs_human_review
JC-39832359c61455b5,,T6.01.06,人机交互(通用),1,5,0,0,0.5,needs_human_review
JC-1453e3a6280648d8,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-add7dba292b77c86,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-add7dba292b77c86,,T3.05.02,关节驱动控制,1,6,0,0,0.5,needs_human_review
JC-12c3a0af59787f6a,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-12c3a0af59787f6a,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-12c3a0af59787f6a,,T3.03.01,协作机器人,1,6,0,0,0.5,needs_human_review
JC-12c3a0af59787f6a,,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-465cf6f634fcdd41,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-465cf6f634fcdd41,,T2.01.03,视觉传感器,1,2,0,0,0.5,needs_human_review
JC-465cf6f634fcdd41,,T2.02.07,机器视觉,1,4,0,0,0.5,needs_human_review
JC-465cf6f634fcdd41,,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-d65f77c3e4f1d082,自动化工程师 · T1,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-94dc3058ec1093df,,T3.03.01,协作机器人,1,6,0,0,0.5,needs_human_review
JC-94dc3058ec1093df,,T3.03.04,并联机器人,1,3,0,0,0.5,needs_human_review
JC-94dc3058ec1093df,,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-94dc3058ec1093df,,T3.04.03,末端执行器,1,3,0,0,0.5,needs_human_review
JC-94dc3058ec1093df,,T3.05.01,一体化关节模组,1,5,0,0,0.5,needs_human_review
JC-94dc3058ec1093df,,T3.06.01,谐波减速器,1,2,0,0,0.5,needs_human_review
JC-ffe03c04ade9280a,,T1.04.01,SLAM,1,6,0,0,0.5,needs_human_review
JC-ffe03c04ade9280a,,T1.06.04,视觉感知与理解,1,6,0,0,0.5,needs_human_review
JC-ffe03c04ade9280a,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-f51d1156f9c9bdb2,解决方案经理 · T3,T7.01.04,汽车制造,1,4,0,0,0.5,needs_human_review
JC-fd9aae0f8d1f015d,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-fd9aae0f8d1f015d,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-fd9aae0f8d1f015d,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-fd9aae0f8d1f015d,,T3.05.03,执行器,1,5,0,0,0.5,needs_human_review
JC-e459f99462711c90,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-e459f99462711c90,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-9a1848264e552516,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-9a1848264e552516,,T3.03.01,协作机器人,1,6,0,0,0.5,needs_human_review
JC-9a1848264e552516,,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-9a1848264e552516,,T7.01.08,智能制造与工业自动化,1,6,0,0,0.5,needs_human_review
JC-21db5b18e50bc3bc,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-21db5b18e50bc3bc,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-21db5b18e50bc3bc,,T1.05.03,模仿学习,1,3,0,0,0.5,needs_human_review
JC-21db5b18e50bc3bc,,T2.02.07,机器视觉,1,4,0,0,0.5,needs_human_review
JC-21db5b18e50bc3bc,,T3.04.02,灵巧手(多指),1,5,0,0,0.5,needs_human_review
JC-21db5b18e50bc3bc,,T3.04.03,末端执行器,1,3,0,0,0.5,needs_human_review
JC-21db5b18e50bc3bc,,T3.04.04,夹爪,1,3,0,0,0.5,needs_human_review
JC-21db5b18e50bc3bc,,T4.04.12,Sim-to-Real虚实迁移,1,5,0,0,0.5,needs_human_review
